attribute1 attribute2 attribute3 label
5.530718491743672693e+00 4.712284743568258882e+00 4.775620445798751668e+00 1.000000000000000000e+00
5.575357956727096997e+00 4.730205514082366669e+00 9.273247190463019152e+00 1.000000000000000000e+00
4.959177620334461523e+00 5.498163714465839291e+00 1.619939629974104989e+01 0.000000000000000000e+00
5.010449890521327276e+00 5.535197713997930258e+00 1.878151880037568233e+01 0.000000000000000000e+00
5.242090427938906672e+00 4.816051254122664105e+00 7.121610462156757748e+00 1.000000000000000000e+00
4.922351409848904957e+00 5.486118230120148098e+00 1.177101806200626655e+00 0.000000000000000000e+00
5.861051919385774411e+00 4.927553891663537300e+00 5.425236292012654005e+00 1.000000000000000000e+00
5.941476133032068674e+00 5.069677079745758874e+00 1.490420892492771721e+01 1.000000000000000000e+00
5.221827591636593269e+00 5.463841512201069506e+00 1.978220831657124812e+00 0.000000000000000000e+00
6.003030672721981098e+00 5.124638679337966352e+00 1.973609521031291436e+01 1.000000000000000000e+00
5.071514364397818220e+00 5.482650827544556904e+00 1.140414552852595520e+00 0.000000000000000000e+00
4.551872478643378628e+00 5.124188868091183124e+00 3.206758450922642112e-01 0.000000000000000000e+00
4.506316709448020319e+00 5.075488121308361578e+00 9.682293834264111609e+00 0.000000000000000000e+00
5.640775864361688541e+00 4.755565192598362856e+00 1.286726488849732952e+01 1.000000000000000000e+00
4.994907579828699262e+00 5.491888186137416028e+00 8.926586681468211992e+00 0.000000000000000000e+00
5.002760084087820580e+00 5.195119294077851002e+00 1.726080500893392511e+01 1.000000000000000000e+00
5.447305949453804530e+00 5.266219823219371321e+00 8.071266310430253554e+00 0.000000000000000000e+00
4.501288068649659913e+00 4.985005830826933604e+00 9.639262737381518065e+00 0.000000000000000000e+00
5.479871990736777221e+00 5.140975782633418589e+00 7.277543152698722650e+00 0.000000000000000000e+00
5.069572124869036855e+00 4.912624323113615077e+00 7.941604559446377998e+00 1.000000000000000000e+00
5.759389887303262512e+00 4.822989762810848013e+00 1.490565219072769310e+01 1.000000000000000000e+00
5.826399813003440897e+00 4.870664553893632842e+00 5.817119124194065627e+00 1.000000000000000000e+00
5.457889789546253922e+00 5.168646569231941434e+00 7.665581748886232560e+00 0.000000000000000000e+00
5.339979269434428133e+00 4.777500034670671525e+00 1.747391351673327975e+01 1.000000000000000000e+00
5.840232645182021898e+00 4.934860499915489918e+00 2.242743766625530100e+00 1.000000000000000000e+00
5.300093011983554092e+00 5.428109234065211730e+00 1.550190514144836662e+01 0.000000000000000000e+00
4.599157741185002202e+00 5.288359264945483140e+00 1.756799192930071918e+00 0.000000000000000000e+00
6.032841811547107191e+00 5.108116102692821237e+00 8.020117255986484395e+00 1.000000000000000000e+00
4.738050551247592779e+00 5.400459279960200476e+00 3.105621363004829050e-01 0.000000000000000000e+00
5.716481046861758841e+00 4.799336792268936946e+00 5.776077092152909209e+00 1.000000000000000000e+00
5.221999337939601915e+00 -5.051986279278883885e+00 1.762074530837010755e+01 2.000000000000000000e+00
5.448620485330954111e+00 -5.720770605247662566e+00 6.504207429570396215e+00 2.000000000000000000e+00
5.412024650539700055e+00 -5.216740953634948497e+00 8.800919554920678678e+00 2.000000000000000000e+00
5.205255338900535378e+00 -5.044072104546315494e+00 1.488937375235398974e+01 2.000000000000000000e+00
4.670481906106378922e+00 -4.876055615297411272e+00 4.701205988753487830e+00 2.000000000000000000e+00
5.490448437069927579e+00 -5.402735769289703782e+00 9.211900810665367700e+00 2.000000000000000000e+00
4.722556689175021027e+00 -4.915962990274945099e+00 1.626726890588936669e+01 2.000000000000000000e+00
4.738323601396546181e+00 -5.926058050521200826e+00 9.641329983092104428e+00 2.000000000000000000e+00
4.529036030799268531e+00 -5.667907533227941386e+00 1.431463333096533574e+01 2.000000000000000000e+00
4.554728419306008469e+00 -4.727449377722328094e+00 1.727902464677556083e+01 2.000000000000000000e+00
5.191087556789906188e+00 -5.962044960626197820e+00 4.848030781773395859e+00 2.000000000000000000e+00
5.134487282955903176e+00 -5.018426360020464827e+00 4.027106935527711151e+00 2.000000000000000000e+00
5.299120785575224701e+00 -5.099342096500192767e+00 1.983673331267002382e+01 2.000000000000000000e+00
4.617977055100351613e+00 -5.822580950414311118e+00 9.344178663689621800e+00 2.000000000000000000e+00
5.392066317241957840e+00 -4.189703363079248177e+00 3.863378288377328218e-01 2.000000000000000000e+00
5.340681074971683095e+00 -4.134026769891377739e+00 1.816071411284760728e+01 2.000000000000000000e+00
5.490949737144536158e+00 -4.405298597699345287e+00 1.350623175255624098e+01 2.000000000000000000e+00
5.003362206638459320e+00 -5.999988695438727149e+00 1.835277733239102815e+01 2.000000000000000000e+00
5.248451800704301284e+00 -5.933902872457409217e+00 9.676215191239869284e+00 2.000000000000000000e+00
4.830577178137412275e+00 -5.970420989574357407e+00 1.378132767660587632e+01 2.000000000000000000e+00
4.510118003281332832e+00 -5.600078115944155499e+00 1.959558737314636900e+01 2.000000000000000000e+00
5.158274702483191199e+00 -5.974288012239248324e+00 1.447174760445575359e+00 2.000000000000000000e+00
4.822437183073891021e+00 -4.967409291783192238e+00 8.820981718609964162e+00 2.000000000000000000e+00
5.238688617963017435e+00 -5.939349227443163848e+00 1.642141220500323584e+01 2.000000000000000000e+00
5.220218838876522938e+00 -4.051108406178199672e+00 4.208215086985838127e+00 2.000000000000000000e+00
5.484198889446997072e+00 -5.375294605336036646e+00 2.606038645375956531e+00 2.000000000000000000e+00
5.108979851983292519e+00 -4.012021115352621514e+00 1.821723064111287016e+01 2.000000000000000000e+00
4.566459366421811161e+00 -5.749083357606691536e+00 1.083939850004453653e+01 2.000000000000000000e+00
5.102231742197062658e+00 -5.010562904054715716e+00 1.847341468248853147e+00 2.000000000000000000e+00
4.639830037523681838e+00 -4.846810608444735102e+00 3.270363710448833672e+00 2.000000000000000000e+00
4.601418531170783588e+00 -4.198117882765566300e+00 1.192529551187115544e+01 2.000000000000000000e+00
5.264321456498805674e+00 -5.924422157332001504e+00 1.498708132071050869e+01 2.000000000000000000e+00
4.799195362833845735e+00 -4.957905555428812505e+00 1.481116223221124173e+01 2.000000000000000000e+00
5.300589139742694300e+00 -5.100442533458894090e+00 9.292774249728868341e+00 2.000000000000000000e+00
5.492180277921126397e+00 -4.411917231960597263e+00 1.174627102470861395e+01 2.000000000000000000e+00
5.447557357655920640e+00 -5.277082051848554833e+00 1.864331511416907716e+01 2.000000000000000000e+00
5.435313961024188067e+00 -5.254028954270157925e+00 1.926288450712632994e+01 2.000000000000000000e+00
5.446073768312543528e+00 -5.274127927305195307e+00 1.374709657358555503e+01 2.000000000000000000e+00
4.568637385701402209e+00 -5.752836498523214104e+00 1.764490131795222894e+01 2.000000000000000000e+00
5.494909300899626814e+00 -5.571167295038120137e+00 5.145953235904327627e+00 2.000000000000000000e+00
4.515136927266551581e+00 -4.622097504886374608e+00 5.931417805286476330e+00 2.000000000000000000e+00
4.720383689659233717e+00 -4.914505390786919392e+00 7.056341345168433143e+00 2.000000000000000000e+00
5.478858940845719339e+00 -5.643854491664724193e+00 1.744086247420022495e+00 2.000000000000000000e+00
5.421593688655524268e+00 -4.231190101213089250e+00 8.456242942257212292e+00 2.000000000000000000e+00
5.499999777717221150e+00 -5.500471468693799437e+00 5.935316699857359879e+00 2.000000000000000000e+00
5.499649832584906584e+00 -5.518709484169122881e+00 9.905992533006882539e+00 2.000000000000000000e+00
4.799772842444636645e+00 -4.041841637228676731e+00 1.921322615994792571e+01 2.000000000000000000e+00
5.174120784398446915e+00 -4.031297586478936879e+00 1.145828326583744960e+01 2.000000000000000000e+00
4.507102303208821326e+00 -4.416024643508042580e+00 9.478674805654287994e+00 2.000000000000000000e+00
4.520352416774923832e+00 -4.641202676696809526e+00 1.475790308800411132e+01 2.000000000000000000e+00
5.307185677571991889e+00 -5.105491496296167497e+00 2.975186217296039715e+00 2.000000000000000000e+00
4.726545734230886531e+00 -4.918596183131995758e+00 9.978440020379863995e-01 2.000000000000000000e+00
4.502998613056267807e+00 -5.554677430224974621e+00 6.001610648487787358e+00 2.000000000000000000e+00
5.286042891536348876e+00 -4.089903103886991076e+00 1.959581172482059230e+01 2.000000000000000000e+00
4.806294915054650119e+00 -4.039046271230707141e+00 3.155354811606159160e-01 2.000000000000000000e+00
5.025234244364020775e+00 -4.000637173078154696e+00 1.409413299555942345e+01 2.000000000000000000e+00
5.495923341423946340e+00 -5.436281561295747800e+00 9.432262741407859252e+00 2.000000000000000000e+00
4.635650331850220240e+00 -4.157583120569173118e+00 3.227076457965394329e+00 2.000000000000000000e+00
4.843897348513394263e+00 -4.975007328573835430e+00 1.750429389822916448e+01 2.000000000000000000e+00
4.665500723120292292e+00 -4.128368147534481558e+00 6.334690207376669768e+00 2.000000000000000000e+00
5.036239844138636457e+00 -4.001315055674620424e+00 1.959399330529214112e+01 2.000000000000000000e+00
5.252997490913302592e+00 -4.068731789263835275e+00 9.497720705095485272e+00 2.000000000000000000e+00
5.497628985310082150e+00 -5.451364694107487807e+00 1.848415235100817711e+01 2.000000000000000000e+00
5.132619933961917624e+00 -4.017908770961411413e+00 1.519263699194135508e+00 2.000000000000000000e+00
4.860885994422466716e+00 -4.019742471738157796e+00 7.576031436559713228e+00 2.000000000000000000e+00
4.527558655167402968e+00 -4.663704537789173266e+00 2.015806059718385779e+00 2.000000000000000000e+00
5.058020360586477082e+00 -5.996622228416544687e+00 1.895233786972347900e+00 2.000000000000000000e+00
5.304832685711676099e+00 -4.103670549010288049e+00 1.222436565685194321e+00 2.000000000000000000e+00
4.978275310021569311e+00 -5.999527814886559618e+00 9.609887064729443651e+00 2.000000000000000000e+00
5.308565043257250871e+00 -4.106569429149626416e+00 3.568690253676769508e+00 2.000000000000000000e+00
4.512255547606883077e+00 -5.610024311675822162e+00 1.416871116453449275e+01 2.000000000000000000e+00
4.854412195650700923e+00 -4.978334810801753996e+00 7.504090029377332272e+00 2.000000000000000000e+00
4.511944749214754857e+00 -5.608637342479237731e+00 8.013242229987113774e+00 2.000000000000000000e+00
5.417503565178201086e+00 -5.224880438602611754e+00 4.539296886797767883e+00 2.000000000000000000e+00
5.387459377067374433e+00 -5.816030427526468038e+00 8.157294060597440222e+00 2.000000000000000000e+00
5.466283582894258863e+00 -4.319501744265235033e+00 3.916461044573373851e+00 2.000000000000000000e+00
4.555628322351245707e+00 -4.270797443069167088e+00 1.249706595556407152e+01 2.000000000000000000e+00
5.212051164178009621e+00 -4.047192862500213373e+00 1.944155974707291179e+00 2.000000000000000000e+00
4.530405787370577642e+00 -4.328298877508175657e+00 7.532629857925243755e-01 2.000000000000000000e+00
5.218299086354478256e+00 -4.050171689533884845e+00 1.452756349793980917e+01 2.000000000000000000e+00
4.505223361965133400e+00 -4.427916170641992721e+00 1.051501696961473264e+01 2.000000000000000000e+00
4.638528588165129918e+00 -4.845453930975037515e+00 1.778733269426143693e+01 2.000000000000000000e+00
5.411371615034100024e+00 -4.215793394967259466e+00 8.545646578437365193e+00 2.000000000000000000e+00
5.485284893476996437e+00 -5.620410016871605130e+00 1.695215700302082951e+01 2.000000000000000000e+00
5.293643954489613890e+00 -5.095310949009363988e+00 1.488994231246884858e+01 2.000000000000000000e+00
4.599058336235056110e+00 -4.201259674202830752e+00 1.262063757882249071e+01 2.000000000000000000e+00
5.108679391983097950e+00 -5.011954111011900359e+00 2.128876393143797063e+00 2.000000000000000000e+00
5.316502152668032721e+00 -4.112925863229663470e+00 3.649557096012752133e+00 2.000000000000000000e+00
5.328102663914273229e+00 -5.122708810158045800e+00 1.537395501842464718e+01 2.000000000000000000e+00
4.606963932287568397e+00 -5.809067386628141705e+00 1.945775195793306978e+01 2.000000000000000000e+00
4.504832945086183926e+00 -4.430648808748672174e+00 1.304340942350781773e+01 2.000000000000000000e+00
5.499987717364095197e+00 -5.503504637647678166e+00 1.844727119753380862e+01 2.000000000000000000e+00
5.161373672565455095e+00 -4.026757421819699978e+00 1.819490032149941872e+00 2.000000000000000000e+00
5.446227220121825141e+00 -5.725568765617822464e+00 1.811276305647992402e+01 2.000000000000000000e+00
4.542241376121658902e+00 -4.298860639692258623e+00 1.913484545433046247e+00 2.000000000000000000e+00
4.922443624617889313e+00 -4.006051613386996557e+00 1.708492536996142874e+01 2.000000000000000000e+00
5.363988015053600122e+00 -5.157198709312027063e+00 1.623154718602233970e+01 2.000000000000000000e+00
5.491048408333668363e+00 -4.405811568263556133e+00 8.976328498267669431e+00 2.000000000000000000e+00
5.020697042713438307e+00 -5.999571448766758408e+00 1.763327195446919760e+01 2.000000000000000000e+00
5.499510479739573299e+00 -4.477880311251256629e+00 1.438614185012395197e+01 2.000000000000000000e+00
-5.484291580564315538e+00 -5.124344943582427092e+00 4.246795064490001437e+00 3.000000000000000000e+00
-5.267913397489498273e+00 -4.577836037248992795e+00 1.010466121922021543e+01 3.000000000000000000e+00
-5.074952525834289574e+00 -4.607085099708524645e+00 2.783347998500345089e+00 4.000000000000000000e+00
-4.649477327982454611e+00 -5.192701469640685907e+00 1.383257806018939817e+01 4.000000000000000000e+00
-5.318711994874345095e+00 -4.614743378612105040e+00 9.563981278331816327e+00 3.000000000000000000e+00
-4.515708419435684462e+00 -4.875655056417572908e+00 1.890381641525198475e+01 3.000000000000000000e+00
-4.876393202250021375e+00 -4.619577393481938188e+00 1.676389968058280999e+01 4.000000000000000000e+00
-5.123606797749978625e+00 -4.619577393481938188e+00 4.045446007426178880e-02 4.000000000000000000e+00
-5.396845880525790839e+00 -5.050133293425721703e+00 9.424910956112636740e+00 4.000000000000000000e+00
-5.025116207811724856e+00 -5.399210691371308712e+00 1.267585676907759762e+01 4.000000000000000000e+00
-4.974883792188274256e+00 -4.600789308628691288e+00 1.470649222504050790e+01 4.000000000000000000e+00
-5.212889645782536441e+00 -4.547586473766989990e+00 3.266021682415694016e+00 3.000000000000000000e+00
-5.170311716626029508e+00 -4.638069179013592169e+00 3.604414836970897262e+00 4.000000000000000000e+00
-4.676393202250021197e+00 -4.764885899083010301e+00 5.629415664208905490e+00 4.000000000000000000e+00
-5.074952525834289574e+00 -5.392914900291475355e+00 4.637196798315645907e-02 4.000000000000000000e+00
-4.649477327982454611e+00 -4.807298530359314093e+00 7.763775209340508354e+00 4.000000000000000000e+00
-5.291587450968564532e+00 -4.726181157628524865e+00 2.294770309501035221e+00 4.000000000000000000e+00
-5.350522672017545389e+00 -5.192701469640685907e+00 4.294168873791408103e+00 4.000000000000000000e+00
-4.561846659978067819e+00 -5.240876837050858050e+00 1.055569588327900377e+01 3.000000000000000000e+00
-5.364484313710705443e+00 -4.657726447035655859e+00 5.854818266070440202e+00 3.000000000000000000e+00
-5.371910594355300717e+00 -4.852750178926128477e+00 1.626390599161038253e+01 4.000000000000000000e+00
-4.745030404100524457e+00 -4.691794702889684032e+00 1.713016354374386907e+01 4.000000000000000000e+00
-4.603154119474209161e+00 -4.949866706574278297e+00 1.232919763277893210e+00 4.000000000000000000e+00
-4.745030404100523569e+00 -5.308205297110315968e+00 6.099241416947354111e-01 4.000000000000000000e+00
-4.787110354217463559e+00 -4.547586473766989990e+00 9.656686772102512251e+00 3.000000000000000000e+00
-4.628089405644699283e+00 -4.852750178926128477e+00 1.588868142038881359e+01 4.000000000000000000e+00
-4.535111757055874548e+00 -4.815937723657660818e+00 4.477298861838276522e+00 3.000000000000000000e+00
-5.093690657292862412e+00 -4.508856374635655584e+00 1.400988504748858610e+01 3.000000000000000000e+00
-5.254969595899475543e+00 -4.691794702889684032e+00 1.559068321193312734e+01 4.000000000000000000e+00
-4.612566735548547570e+00 -4.900524045134058149e+00 1.198625077375317538e+01 4.000000000000000000e+00
-4.829688283373970492e+00 -4.638069179013592169e+00 1.182754863531671319e+01 4.000000000000000000e+00
-4.635515686289293669e+00 -5.342273552964344141e+00 1.387613725510537854e+01 3.000000000000000000e+00
-4.845491502812526718e+00 -4.524471741852423179e+00 9.215985957548191720e+00 3.000000000000000000e+00
-5.371910594355300717e+00 -5.147249821073871523e+00 8.886462187838370497e+00 4.000000000000000000e+00
-5.404508497187473282e+00 -4.706107373853763320e+00 1.332714632858255399e+01 3.000000000000000000e+00
-5.404508497187473282e+00 -5.293892626146236680e+00 1.454070706994949802e+01 3.000000000000000000e+00
-5.323606797749978803e+00 -4.764885899083010301e+00 6.382778245317966004e-01 4.000000000000000000e+00
-5.212889645782536441e+00 -5.452413526233010010e+00 8.068580778324603742e+00 3.000000000000000000e+00
-4.925047474165709538e+00 -5.392914900291475355e+00 1.290003723542203495e+00 4.000000000000000000e+00
-4.535111757055874548e+00 -5.184062276342339182e+00 1.909740979525716398e+01 3.000000000000000000e+00
-4.829688283373970492e+00 -5.361930820986407831e+00 1.098933273900721552e+01 4.000000000000000000e+00
-5.438153340021932181e+00 -4.759123162949142838e+00 1.053642972556242441e+01 3.000000000000000000e+00
-5.170311716626028620e+00 -5.361930820986407831e+00 8.453237363448433683e+00 4.000000000000000000e+00
-5.093690657292862412e+00 -5.491143625364344416e+00 1.346099316833993598e+01 3.000000000000000000e+00
-5.214330717991598974e+00 -5.337731170200806119e+00 1.184605277837829096e+00 4.000000000000000000e+00
-4.968604740235343264e+00 -5.499013364214135891e+00 1.256232973854358015e+01 3.000000000000000000e+00
-4.612566735548547570e+00 -5.099475954865941851e+00 3.405685092967305483e+00 4.000000000000000000e+00
-5.400000000000000355e+00 -5.000000000000000000e+00 4.519680716020097577e+00 4.000000000000000000e+00
-4.595491502812526718e+00 -4.706107373853763320e+00 2.232880950992615077e+00 3.000000000000000000e+00
-5.025116207811725744e+00 -4.600789308628691288e+00 3.168799175671068724e+00 4.000000000000000000e+00
-5.396845880525790839e+00 -4.949866706574278297e+00 1.618189449863634621e+01 4.000000000000000000e+00
-4.974883792188274256e+00 -5.399210691371308712e+00 2.114083631502514660e+00 4.000000000000000000e+00
-4.968604740235343264e+00 -4.500986635785864109e+00 6.293230167295355670e+00 3.000000000000000000e+00
-5.291587450968564532e+00 -5.273818842371475135e+00 7.070792266989352370e+00 4.000000000000000000e+00
-4.732086602510501727e+00 -5.422163962751007205e+00 1.750518006624653822e+01 3.000000000000000000e+00
-4.708412549031435468e+00 -4.726181157628524865e+00 1.957226822735956517e+01 4.000000000000000000e+00
-4.515708419435684462e+00 -5.124344943582427092e+00 1.175908649714715182e+01 3.000000000000000000e+00
-4.603154119474209161e+00 -5.050133293425721703e+00 1.351093974221907068e+01 4.000000000000000000e+00
-5.214330717991598974e+00 -4.662268829799193881e+00 1.186400717861646648e+01 4.000000000000000000e+00
-4.500000000000000000e+00 -5.000000000000000000e+00 1.435548703376057667e+01 3.000000000000000000e+00
-5.464888242944125452e+00 -4.815937723657660818e+00 4.245820967010236480e+00 3.000000000000000000e+00
-5.464888242944125452e+00 -5.184062276342339182e+00 1.643427923961740333e+01 3.000000000000000000e+00
-5.496057350657238771e+00 -4.937333383217848315e+00 2.572660145701104462e+00 3.000000000000000000e+00
-4.906309342707137588e+00 -4.508856374635655584e+00 1.660513211022726310e+01 3.000000000000000000e+00
-5.387433264451452430e+00 -5.099475954865941851e+00 4.336195364075652314e+00 4.000000000000000000e+00
-5.500000000000000000e+00 -5.000000000000000000e+00 7.118933955649167089e+00 3.000000000000000000e+00
-4.925047474165710426e+00 -4.607085099708524645e+00 1.849009988590849574e+01 4.000000000000000000e+00
-5.350522672017545389e+00 -4.807298530359314093e+00 1.803873464621249667e+01 4.000000000000000000e+00
-5.123606797749978625e+00 -5.380422606518061812e+00 1.486346558059305067e+01 4.000000000000000000e+00
-4.906309342707137588e+00 -5.491143625364344416e+00 8.238122718015626234e+00 3.000000000000000000e+00
-4.787110354217463559e+00 -5.452413526233010010e+00 5.553478477253350754e+00 3.000000000000000000e+00
-4.503942649342761229e+00 -5.062666616782151685e+00 3.968249270181487542e+00 3.000000000000000000e+00
-5.031395259764656736e+00 -5.499013364214135891e+00 4.025012610112010947e-01 3.000000000000000000e+00
-4.503942649342761229e+00 -4.937333383217847427e+00 3.023548776436517649e+00 3.000000000000000000e+00
-4.681288005125654905e+00 -4.614743378612105040e+00 1.046191684140893230e+01 3.000000000000000000e+00
-5.364484313710705443e+00 -5.342273552964344141e+00 7.234544789471710757e+00 3.000000000000000000e+00
-4.561846659978067819e+00 -4.759123162949141950e+00 8.485597715051051537e+00 3.000000000000000000e+00
-4.628089405644699283e+00 -5.147249821073871523e+00 9.196466317520473055e+00 4.000000000000000000e+00
-5.438153340021932181e+00 -5.240876837050858050e+00 1.520680874978463315e+01 3.000000000000000000e+00
-4.676393202250021197e+00 -5.235114100916988811e+00 1.337314560610638381e+01 4.000000000000000000e+00
-5.154508497187474170e+00 -4.524471741852423179e+00 1.778456712006557439e+01 3.000000000000000000e+00
-4.785669282008401026e+00 -5.337731170200806119e+00 3.708447775454188911e+00 4.000000000000000000e+00
-5.267913397489498273e+00 -5.422163962751007205e+00 9.507750985824007017e+00 3.000000000000000000e+00
-5.323606797749978803e+00 -5.235114100916989699e+00 7.421815516612275232e+00 4.000000000000000000e+00
-4.635515686289294557e+00 -4.657726447035655859e+00 7.365372728420764403e+00 3.000000000000000000e+00
